ID_PERSONA	TBENE	BASE	PERIODO_BASE	LEY_APLICADA	MONTO	DESC_BENE
7405843	1	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7406081	1	111	202304	RE	58028.07	LEY 26970 - MORATORIA
7406321	1	111	202304	RE	49354.67	LEY 26970 - MORATORIA
7406436	1	111	202304	RE	43061.17	LEY 26970 - MORATORIA
7406498	2	111	202304	RE	43372.19	LEY 26970 - MORATORIA
7406569	1	111	202304	RE	43259.9	LEY 26970 - MORATORIA
7406632	1	111	202304	RE	44567.75	LEY 26970 - MORATORIA
7407606	1	111	202304	RE	55500.26	LEY 26970 - MORATORIA
7410165	1	111	202304	RE	55254.79	LEY 26970 - MORATORIA
7410264	1	111	202304	RE	48582.04	LEY 26970 - MORATORIA
7412221	1	111	202304	TO	5000	TRANSFORMACION LEY  24.476
7412955	1	111	202304	RE	56123.68	LEY 26970 - MORATORIA
7413649	2	111	202304	PL	15000	PEN.DERIVADA POR WEB DE JUBILACION CON ALTA POSTERIOR A 4/2008
7414918	2	111	202304	RI	55883.66	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7415149	1	111	202304	RE	46359.41	LEY 26970 - MORATORIA
7415231	1	111	202304	TI	121833.71	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7415695	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7415770	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7417914	1	111	202304	RE	55580.07	LEY 26970 - MORATORIA
7418171	1	111	202304	RE	56270.63	LEY 26970 - MORATORIA
7418611	2	111	202304	PB	5000	LEY 24241 - PENSIONES DERIVADAS DE JUB. CON ALTA ANTER. A MAYO/2008
7419645	1	111	202304	RE	49744.5	LEY 26970 - MORATORIA
7419660	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7420399	1	111	202304	RE	12454.74	LEY 26970 - MORATORIA
7423677	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7423990	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
7426540	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7426705	1	111	202304	RE	50114.4	LEY 26970 - MORATORIA
7426713	1	111	202304	RE	50597.67	LEY 26970 - MORATORIA
7427503	1	111	202304	RI	43490	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7427595	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7428581	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7429536	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7430359	1	111	202304	RE	58329.5	LEY 26970 - MORATORIA
7432036	1	111	202304	TO	15000	TRANSFORMACION LEY  24.476
7432630	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7432871	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7433227	1	111	202304	TE	59684.47	LEY 26970 - PLAN CANCELADO
7433279	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7434286	2	111	202304	TO	15000	TRANSFORMACION LEY  24.476
7434354	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7434479	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7436291	1	111	202304	TE	48299.31	LEY 26970 - PLAN CANCELADO
7437735	1	111	202304	RE	52120.98	LEY 26970 - MORATORIA
7438161	1	111	202304	RE	43716.47	LEY 26970 - MORATORIA
7438396	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7438446	1	111	202304	RE	58265.35	LEY 26970 - MORATORIA
7438475	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7439451	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7439638	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7439897	2	111	202304	PP	41376.32	LEY 24241 -PC- PRPA.
7442228	1	111	202304	RE	44386.7	LEY 26970 - MORATORIA
7444090	1	111	202304	RI	56587.03	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7444153	1	111	202304	RE	52961.8	LEY 26970 - MORATORIA
7444209	1	111	202304	RE	55155.3	LEY 26970 - MORATORIA
7446099	1	111	202304	RE	55408.21	LEY 26970 - MORATORIA
7452603	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7452852	1	111	202304	RE	57683.79	LEY 26970 - MORATORIA
7453360	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7453390	1	111	202304	RE	53725.17	LEY 26970 - MORATORIA
7453576	1	111	202304	RE	50817.39	LEY 26970 - MORATORIA
7453768	1	111	202304	RE	55927.11	LEY 26970 - MORATORIA
7453786	1	111	202304	RE	50292.27	LEY 26970 - MORATORIA
7454120	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7454757	1	111	202304	RE	56361.95	LEY 26970 - MORATORIA
7454770	1	111	202304	RE	58833.2	LEY 26970 - MORATORIA
7454863	1	111	202304	RI	56338.74	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7457977	2	111	202304	PD	90599.51	PRESTACIONES DOCENTES - LEY 24241
7459029	1	111	202304	RE	53251.39	LEY 26970 - MORATORIA
7459180	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7460415	1	111	202304	RE	41509.13	LEY 26970 - MORATORIA
7460652	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7461900	1	111	202304	RE	50680.67	LEY 26970 - MORATORIA
7463124	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7463339	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7466176	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7466275	1	111	202304	RI	55526.02	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7467630	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7467875	1	111	202304	RE	54859.24	LEY 26970 - MORATORIA
7469552	1	111	202304	RE	58411.73	LEY 26970 - MORATORIA
7469960	2	111	202304	PP	5000	LEY 24241 -PC- PRPA.
7470335	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7470830	1	111	202304	TE	46722.85	LEY 26970 - PLAN CANCELADO
7473170	1	111	202304	RE	50170.09	LEY 26970 - MORATORIA
7476918	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7477394	2	111	202304	PL	50746.17	PEN.DERIVADA POR WEB DE JUBILACION CON ALTA POSTERIOR A 4/2008
7478422	2	111	202304	PP	92399.53	LEY 24241 -PC- PRPA.
7478785	1	111	202304	PP	5000	LEY 24241 -PC- PRPA.
7479240	1	111	202304	RE	46364.4	LEY 26970 - MORATORIA
7479800	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7480804	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7481609	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7482012	1	111	202304	PO	46752.92	LEY 24.476 - MORATORIA
7483200	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7484019	1	111	202304	RE	46176.34	LEY 26970 - MORATORIA
7484303	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7484455	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7484534	1	111	202304	TE	54828.61	LEY 26970 - PLAN CANCELADO
7486381	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7489010	1	111	202304	RE	44794.99	LEY 26970 - MORATORIA
7496284	1	111	202304	RE	49930.7	LEY 26970 - MORATORIA
7500204	1	111	202304	RE	46258.71	LEY 26970 - MORATORIA
7502234	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7503018	1	111	202304	TI	60042.95	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7504457	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7505312	1	111	202304	TE	53884.74	LEY 26970 - PLAN CANCELADO
7506108	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7509157	1	111	202304	RE	55731.86	LEY 26970 - MORATORIA
7510638	1	111	202304	RE	48884.95	LEY 26970 - MORATORIA
7510915	1	111	202304	RE	53312.46	LEY 26970 - MORATORIA
7513646	1	111	202304	RE	55711.54	LEY 26970 - MORATORIA
7513913	1	111	202304	RE	56114.33	LEY 26970 - MORATORIA
7514669	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7514751	1	111	202304	RE	54119.95	LEY 26970 - MORATORIA
7516194	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7516459	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7517266	1	111	202304	RI	308907.58	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7518957	1	111	202304	RE	56837.25	LEY 26970 - MORATORIA
7519028	1	111	202304	RE	55875.95	LEY 26970 - MORATORIA
7521141	1	111	202304	RE	44669.65	LEY 26970 - MORATORIA
7521344	1	111	202304	RI	263390.07	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7521461	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7521518	2	111	202304	PL	11486.93	PEN.DERIVADA POR WEB DE JUBILACION CON ALTA POSTERIOR A 4/2008
7522553	1	111	202304	RE	52002.92	LEY 26970 - MORATORIA
7522807	1	111	202304	RE	47640.67	LEY 26970 - MORATORIA
7523114	1	111	202304	RE	43749.63	LEY 26970 - MORATORIA
7523141	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7525091	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7525421	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7525799	1	111	202304	RE	41986.25	LEY 26970 - MORATORIA
7526248	1	111	202304	RE	43602.85	LEY 26970 - MORATORIA
7526655	1	111	202304	RE	45323.62	LEY 26970 - MORATORIA
7527106	1	111	202304	RE	69123.69	LEY 26970 - MORATORIA
7527359	1	111	202304	TI	12357.28	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7528317	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7529171	1	111	202304	RE	50790.9	LEY 26970 - MORATORIA
7534662	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7534917	1	111	202304	RE	55949.35	LEY 26970 - MORATORIA
7535475	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7535720	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7535988	1	111	202304	RE	55469.61	LEY 26970 - MORATORIA
7536141	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7537983	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7539161	2	111	202304	TO	50691.46	TRANSFORMACION LEY  24.476
7539539	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7540741	1	111	202304	RE	56304.15	LEY 26970 - MORATORIA
7541081	1	111	202304	RE	52515.73	LEY 26970 - MORATORIA
7541277	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7541382	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7542466	1	111	202304	RE	43373.28	LEY 26970 - MORATORIA
7542681	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7542855	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7543604	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7544417	1	111	202304	RE	54684.33	LEY 26970 - MORATORIA
7545284	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7546069	1	111	202304	RE	44921.1	LEY 26970 - MORATORIA
7547091	1	111	202304	RE	44048.31	LEY 26970 - MORATORIA
7547123	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7547543	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7547789	1	111	202304	TI	48961.11	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7548412	2	111	202304	PP	56918.97	LEY 24241 -PC- PRPA.
7548788	2	111	202304	TM	53013.73	TRANSFORMACION LEY 25.994 Y MORATORIA
7550301	2	111	202304	PP	58066.48	LEY 24241 -PC- PRPA.
7550457	1	111	202304	RE	58187.25	LEY 26970 - MORATORIA
7550726	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7550836	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7553524	1	111	202304	PP	6817.94	LEY 24241 -PC- PRPA.
7555154	2	111	202304	TE	55078.39	LEY 26970 - PLAN CANCELADO
7557105	2	111	202304	VK	55492.23	LEY 26425 - PRESTACIONES GENERALES
7557118	1	111	202304	RE	43224.07	LEY 26970 - MORATORIA
7557562	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7559044	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7559546	1	111	202304	RE	45016.03	LEY 26970 - MORATORIA
7560812	1	111	202304	RE	63121.68	LEY 26970 - MORATORIA
7568355	1	111	202304	RE	49794.03	LEY 26970 - MORATORIA
7568703	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7569145	1	111	202304	RI	47008.35	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7569292	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7569352	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7570832	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7571066	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7571105	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7571502	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7572117	1	111	202304	RE	52926.57	LEY 26970 - MORATORIA
7572323	1	111	202304	RE	52500.66	LEY 26970 - MORATORIA
7573007	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7573938	1	111	202304	RI	58821.35	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7575833	1	111	202304	RE	45573.96	LEY 26970 - MORATORIA
7577194	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7577362	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7577564	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7577884	1	111	202304	RE	42814.07	LEY 26970 - MORATORIA
7577917	1	111	202304	RE	57329.41	LEY 26970 - MORATORIA
7578095	1	111	202304	RE	43544.13	LEY 26970 - MORATORIA
7578186	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7578258	2	111	202304	PP	73961.43	LEY 24241 -PC- PRPA.
7578790	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7579628	1	111	202304	RE	44227.39	LEY 26970 - MORATORIA
7581808	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7582742	2	111	202304	VK	40641.88	LEY 26425 - PRESTACIONES GENERALES
7583320	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7584789	1	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7586451	2	111	202304	VK	49059.76	LEY 26425 - PRESTACIONES GENERALES
7586474	1	111	202304	RE	44200.36	LEY 26970 - MORATORIA
7586868	1	111	202304	RE	72711	LEY 26970 - MORATORIA
7588024	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7588393	1	111	202304	RE	56289.07	LEY 26970 - MORATORIA
7589002	1	111	202304	RE	45851.23	LEY 26970 - MORATORIA
7592141	2	111	202304	VJ	64720.68	LEY 26425 - HABER MINIMO POR OF.JUDICIAL
7592707	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7593088	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7593385	2	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7594380	2	111	202304	CS	40888.25	LEY 24241 - SENTENCIA JUDICIAL
7594380	1	111	202304	TE	54083.76	LEY 26970 - PLAN CANCELADO
7596758	1	111	202304	RE	52280.35	LEY 26970 - MORATORIA
7596970	1	111	202304	RE	55123.34	LEY 26970 - MORATORIA
7597304	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7600476	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7600914	1	111	202304	RE	55012.34	LEY 26970 - MORATORIA
7601289	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7601456	1	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7602281	1	111	202304	RE	51743.25	LEY 26970 - MORATORIA
7603003	1	111	202304	RE	42571.26	LEY 26970 - MORATORIA
7603261	1	111	202304	RE	44366.13	LEY 26970 - MORATORIA
7604312	1	111	202304	TE	51599.31	LEY 26970 - PLAN CANCELADO
7605686	1	111	202304	RE	47884.41	LEY 26970 - MORATORIA
7607476	1	111	202304	RE	50320.56	LEY 26970 - MORATORIA
7607786	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7608033	1	111	202304	PD	90513.04	PRESTACIONES DOCENTES - LEY 24241
7608058	1	111	202304	RE	57008.5	LEY 26970 - MORATORIA
7608373	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7609781	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7610416	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7611339	1	111	202304	TI	15000	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7611639	1	111	202304	RE	50603.44	LEY 26970 - MORATORIA
7611670	1	111	202304	RE	49702.59	LEY 26970 - MORATORIA
7611697	1	111	202304	TI	77321.04	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7613717	1	111	202304	TI	78963.67	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7613973	2	111	202304	PO	56650.07	LEY 24.476 - MORATORIA
7617076	2	111	202304	PP	54578.5	LEY 24241 -PC- PRPA.
7618304	1	111	202304	RE	78200.09	LEY 26970 - MORATORIA
7619906	1	111	202304	RE	52815.67	LEY 26970 - MORATORIA
7620169	1	111	202304	RE	46774.29	LEY 26970 - MORATORIA
7620992	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7621910	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7622443	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7623398	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7624054	1	111	202304	RE	58207.18	LEY 26970 - MORATORIA
7625140	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7626033	1	111	202304	RE	55081.98	LEY 26970 - MORATORIA
7626858	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7628690	1	111	202304	RI	56296.53	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7630607	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7630906	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7636497	1	111	202304	RE	48947.01	LEY 26970 - MORATORIA
7637158	1	111	202304	RE	41461.96	LEY 26970 - MORATORIA
7639675	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7640084	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7641483	1	111	202304	RE	52634.67	LEY 26970 - MORATORIA
7641763	1	2139	202304	Ley 8119	8703884	
7643505	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7644135	2	111	202304	VK	56905.47	LEY 26425 - PRESTACIONES GENERALES
7644685	1	111	202304	RE	50932.67	LEY 26970 - MORATORIA
7646456	1	111	202304	RE	50115.05	LEY 26970 - MORATORIA
7646501	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7646543	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7647106	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7647203	1	111	202304	RE	49900	LEY 26970 - MORATORIA
7647219	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7648092	1	111	202304	RE	48970.15	LEY 26970 - MORATORIA
7649446	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7652736	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7653092	2	111	202304	PP	51982.26	LEY 24241 -PC- PRPA.
7660223	1	111	202304	RE	53023.15	LEY 26970 - MORATORIA
7661505	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7664150	1	111	202304	RE	50600.16	LEY 26970 - MORATORIA
7664920	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7664976	1	111	202304	RE	41272.89	LEY 26970 - MORATORIA
7665400	1	111	202304	RE	45399.85	LEY 26970 - MORATORIA
7666669	1	111	202304	RE	83236.78	LEY 26970 - MORATORIA
7668402	1	111	202304	RE	48947.31	LEY 26970 - MORATORIA
7669504	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7669825	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7671508	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7671953	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7673468	1	111	202304	RE	46674.65	LEY 26970 - MORATORIA
7673494	1	111	202304	PP	121584.82	LEY 24241 -PC- PRPA.
7673522	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7673687	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7674137	1	111	202304	RE	55114.03	LEY 26970 - MORATORIA
7674260	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7674769	1	111	202304	RE	46655.06	LEY 26970 - MORATORIA
7674870	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7676024	1	111	202304	RE	45811.7	LEY 26970 - MORATORIA
7677109	1	111	202304	RE	47959.16	LEY 26970 - MORATORIA
7679792	1	111	202304	RE	62639.57	LEY 26970 - MORATORIA
7681569	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7681673	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7681690	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7681905	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7681998	1	111	202304	RE	55160.52	LEY 26970 - MORATORIA
7682068	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7683349	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7685218	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7685957	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7686178	1	111	202304	RI	45494.65	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7686215	1	111	202304	TI	56905.47	LEY GENERAL CANCELACION MORATORIAS 24476 CON ACTUALIZACION
7686253	1	111	202304	RE	54888.72	LEY 26970 - MORATORIA
7688508	1	111	202304	RE	55658.74	LEY 26970 - MORATORIA
7688925	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7689562	1	111	202304	RE	57796.84	LEY 26970 - MORATORIA
7690652	1	111	202304	RE	46634.29	LEY 26970 - MORATORIA
7690919	1	111	202304	RE	53725.17	LEY 26970 - MORATORIA
7691052	1	111	202304	RI	56103.31	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7691385	1	111	202304	RE	55896.2	LEY 26970 - MORATORIA
7691385	2	111	202304	PP	54376.96	LEY 24241 -PC- PRPA.
7691762	1	111	202304	RE	55755.93	LEY 26970 - MORATORIA
7692133	1	111	202304	RE	41101.53	LEY 26970 - MORATORIA
7692164	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7692649	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7692745	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7692816	1	111	202304	RE	45044.59	LEY 26970 - MORATORIA
7693277	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7693361	2	111	202304	VJ	67687.44	LEY 26425 - HABER MINIMO POR OF.JUDICIAL
7693381	2	111	202304	PC	166513.88	LEY 24241
7693585	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7696460	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7696507	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7696543	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7697525	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7697840	1	111	202304	RE	55036.26	LEY 26970 - MORATORIA
7698535	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7698900	1	111	202304	RE	42072.3	LEY 26970 - MORATORIA
7699280	1	111	202304	RE	58543.79	LEY 26970 - MORATORIA
7701007	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7702894	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7704094	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7704259	1	111	202304	RE	55288.21	LEY 26970 - MORATORIA
7704515	1	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7704648	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7704648	2	111	202304	PP	56905.47	LEY 24241 -PC- PRPA.
7704662	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7706112	2	111	202304	VK	47170.04	LEY 26425 - PRESTACIONES GENERALES
7706328	1	111	202304	RE	41258.79	LEY 26970 - MORATORIA
7706556	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7707137	1	111	202304	RE	49338.87	LEY 26970 - MORATORIA
7708251	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7708260	1	111	202304	RE	58308.1	LEY 26970 - MORATORIA
7708696	1	111	202304	RE	55276.68	LEY 26970 - MORATORIA
7708991	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7710157	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7710296	1	111	202304	RE	49309.4	LEY 26970 - MORATORIA
7710761	1	111	202304	RE	43439.54	LEY 26970 - MORATORIA
7710796	1	111	202304	RE	5000	LEY 26970 - MORATORIA
7710817	1	111	202304	RE	55788.08	LEY 26970 - MORATORIA
7710870	1	111	202304	RE	54753.77	LEY 26970 - MORATORIA
7711322	1	111	202304	RI	56163.3	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7711422	1	111	202304	RE	46785.53	LEY 26970 - MORATORIA
7713338	1	111	202304	TE	15000	LEY 26970 - PLAN CANCELADO
7713680	1	111	202304	RE	44267.89	LEY 26970 - MORATORIA
7714154	1	111	202304	RI	45554.23	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7716221	1	111	202304	RE	53941.81	LEY 26970 - MORATORIA
7720759	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7720789	1	111	202304	RE	55880.67	LEY 26970 - MORATORIA
7723687	1	111	202304	RE	55708.21	LEY 26970 - MORATORIA
7725012	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7725770	1	111	202304	RI	56750.35	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7726275	1	111	202304	TE	46633.63	LEY 26970 - PLAN CANCELADO
7727120	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7728889	1	111	202304	RI	56699.06	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7730261	1	111	202304	RI	5000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7730950	1	111	202304	RE	63341.45	LEY 26970 - MORATORIA
7731338	2	111	202304	TE	56905.47	LEY 26970 - PLAN CANCELADO
7732312	1	111	202304	RE	53044.9	LEY 26970 - MORATORIA
7732639	1	111	202304	RI	63865.98	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7733509	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7734357	1	111	202304	RI	15000	LEY GENERAL MORATORIA 24476 CON ACTUALIZACION
7736303	2	111	202304	PP	198246.44	LEY 24241 -PC- PRPA.
7736317	1	111	202304	RE	41599.4	LEY 26970 - MORATORIA
7737109	1	111	202304	RE	45791.76	LEY 26970 - MORATORIA
7739731	2	111	202304	PP	43471.49	LEY 24241 -PC- PRPA.
7740083	1	111	202304	RE	44778.77	LEY 26970 - MORATORIA
7741488	1	111	202304	RE	44484.99	LEY 26970 - MORATORIA
7741823	1	111	202304	RE	15000	LEY 26970 - MORATORIA
7743255	1	111	202304	RE	55866.67	LEY 26970 - MORATORIA
7745288	1	111	202304	RE	15000	LEY 26970 - MORATORIA
