PROVINCIA	LOCALIDAD	SEXO	EFECTORES	PNC	JUB_PEN	EMPLEO_DEP	ASIG_FAM	FALLECIDOS	JURIDICAS	RUBPS
CORRIENTES	BERON DE ASTRADA	F	9.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
CORRIENTES	BONPLAND	M	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	BONPLAND	F	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	BOQUERON	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	BOQUERON	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	BUENA ESPERANZA	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	BUENA VISTA	M	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	BUENA VISTA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	CAPILLITA	F	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	CAPITAN JOAQUIN MADARIAGA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	CARRIZAL NORTE	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	CAZADORES CORRENTINOS	M	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	CAZADORES CORRENTINOS	F	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
CORRIENTES	CHAVARRIA	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	CHAVARRIA	F	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA CARLOS PELLEGRINI	M	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	COLONIA CARLOS PELLEGRINI	F	10.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
CORRIENTES	COLONIA CAROLINA	M	12.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	COLONIA CAROLINA	F	11.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0
CORRIENTES	COLONIA EL CAIMAN	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA GARABI	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA LIBERTAD	M	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA LIBERTAD	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	COLONIA LIEBIG'S	M	17.0	2.0	2.0	0.0	1.0	0.0	0.0	4.0
CORRIENTES	COLONIA LIEBIG'S	F	25.0	1.0	1.0	0.0	1.0	0.0	0.0	11.0
CORRIENTES	COLONIA MADARIAGA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	COLONIA PANDO	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	COLONIA PROGRESO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA ROMERO	M	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA ROMERO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA TRES DE ABRIL	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COLONIA TRES DE ABRIL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	CONCEPCION	M	43.0	3.0	0.0	3.0	0.0	1.0	0.0	13.0
CORRIENTES	CONCEPCION	F	39.0	3.0	4.0	2.0	0.0	0.0	0.0	17.0
CORRIENTES	CORONEL ABRAHAM SCHWEIZER	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	CORONEL DESIDERIO SOSA	M	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	CORONEL DESIDERIO SOSA	F	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	CORRIENTES	F	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CORRIENTES	CORRIENTES	M	4138.0	252.0	71.0	186.0	23.0	47.0	1.0	1568.0
CORRIENTES	CORRIENTES	F	8606.0	194.0	459.0	160.0	54.0	53.0	0.0	5350.0
CORRIENTES	COSTA BATEL	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	COSTA BATEL	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
CORRIENTES	CRUZ DE LOS MILAGROS	M	14.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0
CORRIENTES	CRUZ DE LOS MILAGROS	F	5.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	CURUZU CUATIA	M	510.0	31.0	13.0	24.0	8.0	4.0	0.0	49.0
CORRIENTES	CURUZU CUATIA	F	760.0	52.0	70.0	18.0	17.0	4.0	0.0	200.0
CORRIENTES	EL POLLO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	EL SOMBRERO	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	EL SOMBRERO	F	14.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
CORRIENTES	EMPEDRADO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	EMPEDRADO	M	51.0	4.0	1.0	1.0	0.0	1.0	0.0	12.0
CORRIENTES	EMPEDRADO	F	71.0	6.0	9.0	1.0	1.0	0.0	0.0	23.0
CORRIENTES	ENSENADA GRANDE	M	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	ESQUINA	M	141.0	5.0	4.0	5.0	0.0	1.0	0.0	36.0
CORRIENTES	ESQUINA	F	106.0	11.0	8.0	3.0	0.0	1.0	0.0	30.0
CORRIENTES	ESQUIVEL CUE	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	FELIPE YOFRE	M	21.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0
CORRIENTES	FELIPE YOFRE	F	17.0	2.0	1.0	0.0	0.0	0.0	0.0	6.0
CORRIENTES	GARRUCHOS	M	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CORRIENTES	GARRUCHOS	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	GENERAL  PAZ	M	15.0	5.0	1.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	GENERAL  PAZ	F	23.0	7.0	7.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	GOB. ING. V. VIRASORO	M	13.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
CORRIENTES	GOB. ING. V. VIRASORO	F	16.0	0.0	3.0	1.0	1.0	0.0	0.0	1.0
CORRIENTES	GOBERNADOR INGENIERO VALENTIN	M	116.0	6.0	5.0	20.0	2.0	2.0	0.0	4.0
CORRIENTES	GOBERNADOR INGENIERO VALENTIN	F	254.0	10.0	29.0	11.0	7.0	1.0	0.0	57.0
CORRIENTES	GOBERNADOR MARTINEZ	M	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	GOBERNADOR MARTINEZ	F	9.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0
CORRIENTES	GOYA	M	374.0	54.0	6.0	15.0	2.0	5.0	0.0	63.0
CORRIENTES	GOYA	F	537.0	77.0	37.0	9.0	9.0	2.0	0.0	158.0
CORRIENTES	GUAVIRAVI	F	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	GUAYQUIRARO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	IBERA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	INDEPENDENCIA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	INDEPENDENCIA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	INGENIERO PRIMER CORRENTINO	M	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	INGENIERO PRIMER CORRENTINO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	ISABEL VICTORIA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	ITA IBATE	M	15.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
CORRIENTES	ITA IBATE	F	40.0	3.0	1.0	0.0	0.0	0.0	0.0	20.0
CORRIENTES	ITATI	M	67.0	1.0	2.0	1.0	0.0	1.0	0.0	12.0
CORRIENTES	ITATI	F	89.0	6.0	2.0	1.0	1.0	1.0	0.0	39.0
CORRIENTES	ITUZAINGO	M	74.0	4.0	1.0	4.0	0.0	0.0	0.0	15.0
CORRIENTES	ITUZAINGO	F	104.0	5.0	6.0	5.0	2.0	0.0	0.0	34.0
CORRIENTES	JUAN PUJOL	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	JUAN PUJOL	F	16.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
CORRIENTES	LA CRUZ	M	20.0	8.0	0.0	1.0	0.0	0.0	0.0	3.0
CORRIENTES	LA CRUZ	F	28.0	6.0	2.0	2.0	0.0	0.0	0.0	5.0
CORRIENTES	LAGUNA BRAVA	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LAGUNA BRAVA	F	14.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0
CORRIENTES	LAGUNA PAIVA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	LAVALLE	M	39.0	4.0	1.0	0.0	2.0	0.0	0.0	17.0
CORRIENTES	LAVALLE	F	45.0	3.0	3.0	1.0	1.0	0.0	0.0	32.0
CORRIENTES	LIBERTAD	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LIBERTAD	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LIBERTADOR	M	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LIBERTADOR	F	14.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0
CORRIENTES	LOMAS DE AGUIRRE	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LOMAS DE GALARZA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LOMAS DE VALLEJOS	M	3.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0
CORRIENTES	LORETO	M	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	LORETO	F	14.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
CORRIENTES	LOS VENCES	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	MANUEL DERQUI	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	MANUEL FLORENCIO MANTILLA	M	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	MANUEL FLORENCIO MANTILLA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	MARIANO I. LOZA	M	9.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
CORRIENTES	MARIANO I. LOZA	F	10.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0
CORRIENTES	MARUCHAS	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	MBURUCUYA	M	21.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	MBURUCUYA	F	40.0	6.0	6.0	0.0	0.0	0.0	0.0	6.0
CORRIENTES	MERCEDES	M	258.0	17.0	8.0	15.0	3.0	3.0	0.0	40.0
CORRIENTES	MERCEDES	F	373.0	14.0	40.0	13.0	4.0	2.0	0.0	111.0
CORRIENTES	MOCORETA	M	14.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
CORRIENTES	MOCORETA	F	25.0	2.0	1.0	0.0	1.0	0.0	0.0	5.0
CORRIENTES	MONTE CASEROS	M	318.0	12.0	6.0	15.0	2.0	5.0	0.0	62.0
CORRIENTES	MONTE CASEROS	F	638.0	19.0	41.0	18.0	16.0	1.0	0.0	269.0
CORRIENTES	NUESTRA SEQORA DEL ROSARIO	M	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	NUESTRA SEQORA DEL ROSARIO	F	12.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PAGO ALEGRE	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PAGO DE LOS DESEOS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PAGO DE LOS DESEOS	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	PALMAR GRANDE	M	10.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	PALMAR GRANDE	F	11.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0
CORRIENTES	PARADA ACUÑA	M	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CORRIENTES	PARADA LABOUGLE	M	6.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	PARADA LABOUGLE	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	PARADA PUCHETA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PARADA PUCHETA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PASO DE LA PATRIA	M	73.0	5.0	1.0	1.0	0.0	2.0	0.0	9.0
CORRIENTES	PASO DE LA PATRIA	F	65.0	2.0	2.0	0.0	0.0	0.0	0.0	20.0
CORRIENTES	PASO DE LOS LIBRES	M	317.0	15.0	3.0	13.0	1.0	4.0	0.0	35.0
CORRIENTES	PASO DE LOS LIBRES	F	550.0	17.0	52.0	24.0	7.0	2.0	0.0	174.0
CORRIENTES	PASO MARTINEZ	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PASO MARTINEZ	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PEDRO R. FERNANDEZ	M	8.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0
CORRIENTES	PEDRO R. FERNANDEZ	F	10.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
CORRIENTES	PERUGORRIA	M	38.0	5.0	0.0	1.0	0.0	0.0	0.0	4.0
CORRIENTES	PERUGORRIA	F	32.0	6.0	6.0	0.0	1.0	1.0	0.0	5.0
CORRIENTES	PIEDRA ITA PUCU	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PUERTO ARAZA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	PUERTO NARANJITO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	RAICES	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	RALERA SUD	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	RAMADA PASO	M	6.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	RAMADA PASO	F	7.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	RESISTENCIA	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	RIACHUELO	M	49.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0
CORRIENTES	RIACHUELO	F	56.0	1.0	4.0	1.0	1.0	2.0	0.0	22.0
CORRIENTES	RINCON TRANQUERA GRANDE	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	RIO DE CAA CATI	M	17.0	2.0	0.0	0.0	1.0	0.0	0.0	3.0
CORRIENTES	RIO DE CAA CATI	F	30.0	1.0	3.0	0.0	0.0	0.0	0.0	11.0
CORRIENTES	SALADAS	M	83.0	8.0	2.0	4.0	2.0	1.0	0.0	7.0
CORRIENTES	SALADAS	F	113.0	14.0	14.0	1.0	7.0	2.0	0.0	44.0
CORRIENTES	SAN CARLOS	M	20.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	SAN CARLOS	F	23.0	0.0	3.0	0.0	1.0	0.0	0.0	9.0
CORRIENTES	SAN CAYETANO	M	10.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0
CORRIENTES	SAN CAYETANO	F	24.0	1.0	2.0	0.0	0.0	0.0	0.0	15.0
CORRIENTES	SAN COSME	M	36.0	4.0	0.0	2.0	1.0	0.0	0.0	6.0
CORRIENTES	SAN COSME	F	56.0	3.0	7.0	2.0	1.0	0.0	0.0	13.0
CORRIENTES	SAN FRANCISCO	M	32.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0
CORRIENTES	SAN FRANCISCO	F	47.0	0.0	1.0	4.0	0.0	1.0	0.0	20.0
CORRIENTES	SAN LORENZO	M	22.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0
CORRIENTES	SAN LORENZO	F	14.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0
CORRIENTES	SAN LUIS DEL PALMAR	M	229.0	27.0	5.0	6.0	3.0	2.0	0.0	102.0
CORRIENTES	SAN LUIS DEL PALMAR	F	166.0	16.0	17.0	1.0	2.0	3.0	0.0	66.0
CORRIENTES	SAN MIGUEL	M	41.0	5.0	1.0	2.0	0.0	2.0	0.0	12.0
CORRIENTES	SAN MIGUEL	F	32.0	2.0	2.0	1.0	0.0	2.0	0.0	15.0
CORRIENTES	SAN ROQUE	M	23.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	SAN ROQUE	F	31.0	5.0	2.0	0.0	1.0	0.0	0.0	9.0
CORRIENTES	SANTA ANA	M	16.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
CORRIENTES	SANTA ANA	F	21.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0
CORRIENTES	SANTA LUCIA	M	63.0	3.0	3.0	3.0	1.0	1.0	0.0	18.0
CORRIENTES	SANTA LUCIA	F	55.0	8.0	4.0	1.0	0.0	1.0	0.0	19.0
CORRIENTES	SANTA ROSA	M	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	SANTA ROSA	F	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	SANTO TOME	M	98.0	11.0	1.0	6.0	1.0	1.0	0.0	9.0
CORRIENTES	SANTO TOME	F	164.0	16.0	23.0	6.0	5.0	6.0	0.0	43.0
CORRIENTES	SAUCE	M	31.0	4.0	2.0	1.0	1.0	0.0	0.0	2.0
CORRIENTES	SAUCE	F	41.0	1.0	4.0	0.0	0.0	0.0	0.0	8.0
CORRIENTES	SAUCE (DPTO. SAUCE)	M	31.0	4.0	1.0	2.0	0.0	0.0	0.0	0.0
CORRIENTES	SAUCE (DPTO. SAUCE)	F	37.0	2.0	5.0	2.0	1.0	1.0	0.0	6.0
CORRIENTES	TABAY	M	7.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
CORRIENTES	TABAY	F	7.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
CORRIENTES	TACUARAL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	TATA CUA	M	4.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	TATA CUA	F	7.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0
CORRIENTES	TORRENT	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	VILLA OLIVARI	M	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
CORRIENTES	VILLA OLIVARI	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	VILLA SAN ISIDRO	F	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	YACAREY	F	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
CORRIENTES	YAHAPE	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	YAHAPE	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CORRIENTES	YAPEYU	M	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
CORRIENTES	YAPEYU	F	10.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	YATAITI CALLE	M	4.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0
CORRIENTES	YATAITI CALLE	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ACHIRAS	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALARCON	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALARCON	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ENTRE RIOS	ALBARDON	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALBARDON	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALBERTO GERCHUNOFF	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ENTRE RIOS	ALBERTO GERCHUNOFF	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALCARACITO	M	13.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0
ENTRE RIOS	ALCARACITO	F	13.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0
ENTRE RIOS	ALCARAZ	M	31.0	3.0	1.0	3.0	1.0	1.0	0.0	5.0
ENTRE RIOS	ALCARAZ	F	53.0	8.0	4.0	2.0	1.0	0.0	0.0	10.0
ENTRE RIOS	ALCARAZ NORTE	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALCARAZ PRIMERO	M	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALCARAZ PRIMERO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALCARAZ SEGUNDO	M	5.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
ENTRE RIOS	ALCARAZ SEGUNDO	F	5.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALCARAZ SUD	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALCARAZ SUD	F	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALCETE	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ENTRE RIOS	ALCETE	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA ASUNCION	M	9.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0
ENTRE RIOS	ALDEA ASUNCION	F	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ENTRE RIOS	ALDEA BRASILERA	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALDEA BRASILERA	F	20.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0
ENTRE RIOS	ALDEA CUESTA	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA CUESTA	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ENTRE RIOS	ALDEA EIGENFELD	M	5.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
ENTRE RIOS	ALDEA EIGENFELD	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA GRAPSCHENTAL	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA MARIA LUISA	M	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA MARIA LUISA	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALDEA PROTESTANTE	M	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA PROTESTANTE	F	8.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA SALTO	M	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SALTO	F	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN ANTONIO	M	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA SAN ANTONIO	F	20.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0
ENTRE RIOS	ALDEA SAN FRANCISCO	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN FRANCISCO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN ISIDRO	M	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA SAN ISIDRO	F	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN JUAN	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN JUAN	F	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN MIGUEL	M	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SAN MIGUEL	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALDEA SANTA MARIA	M	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA SANTA MARIA	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA SPATZENKUTTER	M	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA SPATZENKUTTER	F	7.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ALDEA VALLE MARIA	M	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALDEA VALLE MARIA	F	27.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0
ENTRE RIOS	ALMADA	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENTRE RIOS	ALTAMIRANO NORTE	F	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALTAMIRANO SUD	M	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ALTAMIRANO SUD	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ANTELO	M	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
ENTRE RIOS	ANTELO	F	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTRE RIOS	ANTONIO TOMAS	F	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
ENTRE RIOS	ARANGUREN	M	24.0	4.0	1.0	1.0	0.0	1.0	0.0	2.0
ENTRE RIOS	ARANGUREN	F	52.0	4.0	1.0	3.0	1.0	1.0	0.0	12.0
ENTRE RIOS	ARROYO BARU	M	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
